battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
580,1,1.4,1,7,0,30,0.9,166,2,4,1043,1958,3378,17,4,2,1,0,0,2
632,1,1.7,1,17,1,7,0.7,99,5,10,1599,907,1879,10,14,10,0,0,0,0
1296,1,1.5,0,17,0,60,0.5,188,4,12,1312,1792,937,12,16,2,0,1,1,1
1399,1,0.5,0,12,0,26,0.9,119,5,14,1616,865,3390,16,2,8,1,1,1,3
637,1,1.2,0,17,1,58,0.8,118,2,5,196,850,1368,17,17,14,1,1,0,0
683,1,1.6,1,14,1,25,0.3,199,1,15,381,1822,1980,13,10,16,1,1,0,1
1924,0,1.5,0,3,1,26,0.2,151,7,14,1604,1682,3517,18,5,10,0,0,1,3
1853,1,2.3,0,16,0,17,0.7,97,4,10,1721,986,1154,5,11,17,0,0,0,1
1284,0,1.5,0,4,1,53,0.6,120,8,19,1702,1341,856,5,16,18,1,0,1,1
1483,0,1.7,1,15,0,17,0.8,149,7,1,1740,1483,3675,10,13,10,1,0,1,3
568,1,1.6,0,8,1,7,0.8,106,7,1,1515,1878,2123,8,5,7,1,0,0,0
1045,1,2.4,1,9,0,38,0.7,179,4,11,163,1120,3865,15,9,13,1,0,0,3
552,0,2.7,1,17,1,22,1.0,94,8,15,605,1429,1455,8,15,17,0,1,0,0
1973,1,1.8,0,16,0,5,0.6,116,8,18,1272,900,3691,5,17,16,0,0,1,3
704,1,2.5,1,17,0,35,0.2,137,2,1,1091,1928,3079,13,5,8,1,0,1,2
625,0,1.2,0,6,1,29,0.8,84,6,16,854,1619,3204,16,2,11,1,1,0,2
542,0,1.9,1,3,1,39,0.3,182,6,13,1044,1069,3881,15,11,5,0,1,0,3
610,0,1.4,1,4,0,42,0.8,152,5,15,830,1474,738,7,15,4,0,0,0,0
1260,1,1.5,0,15,1,29,1.0,86,2,4,1535,891,2266,9,2,19,1,0,1,1
1706,0,2.3,0,2,0,18,0.7,120,4,9,596,851,1398,14,15,2,1,1,0,0
1347,1,2.7,0,17,1,15,0.6,163,2,16,1413,1305,424,5,3,14,0,0,1,0
594,0,0.8,1,13,1,8,0.5,89,4,12,535,1075,3947,12,12,19,0,1,0,2
1897,0,2.1,1,14,0,23,0.4,141,7,15,110,1276,2277,7,3,9,0,1,0,2
1399,0,2.0,0,16,1,52,0.4,105,5,8,948,1132,2450,18,3,12,1,1,1,2
859,1,0.8,0,0,1,2,0.7,147,1,3,862,1811,3764,5,6,11,0,0,1,2
1399,1,1.0,1,16,0,30,0.8,181,7,15,594,1022,694,14,11,5,1,0,1,0
780,0,1.3,1,10,0,53,0.7,103,8,10,1893,1225,3191,10,1,5,0,1,1,3
1718,0,0.9,1,16,1,32,0.3,157,1,6,1021,661,3516,5,15,5,0,1,1,3
1718,0,1.1,0,13,0,31,0.5,120,2,16,459,1158,415,7,6,13,0,0,1,0
1166,1,1.2,1,19,1,58,0.8,144,4,12,1101,1705,1069,9,10,9,1,0,0,1
592,0,1.3,0,18,1,16,0.5,96,1,3,433,1349,2705,8,0,14,1,0,1,0
1171,1,2.4,1,6,0,19,0.6,188,7,13,1403,581,841,11,8,9,0,1,0,0
560,0,1.9,1,12,0,36,0.8,103,4,9,1675,1023,1119,10,4,4,1,1,0,0
1133,0,3.0,0,17,0,51,0.7,106,5,9,1463,503,1297,16,16,13,0,1,0,1
1574,0,1.5,0,13,0,31,0.5,86,7,9,887,994,395,7,0,19,1,0,1,0
1926,0,2.4,0,0,0,35,0.9,152,8,11,782,1574,1394,15,16,16,0,1,1,2
1528,0,2.7,1,6,0,43,0.2,186,2,1,1362,1784,583,12,11,15,0,1,0,0
1989,0,2.2,1,7,1,12,1.0,178,4,8,987,1657,480,12,12,10,1,1,0,0
1103,1,1.5,1,17,1,28,0.2,91,2,4,1447,1885,813,18,10,6,0,0,0,0
1181,0,2.4,0,8,0,25,0.1,164,4,7,168,1067,2742,6,12,16,1,1,1,1
1033,1,1.0,1,0,1,36,0.9,82,7,20,708,1740,1829,11,12,9,0,1,0,2
1928,0,1.3,0,16,1,40,0.3,158,6,13,964,1377,1997,18,5,4,1,0,1,2
1337,0,1.9,0,18,1,9,0.8,164,6,6,1285,1591,641,5,5,13,0,1,0,0
1144,1,1.9,0,5,1,52,0.8,89,4,6,726,1511,776,6,9,6,0,0,1,0
732,0,0.6,1,2,0,19,0.9,112,5,8,1602,1514,1532,12,2,10,1,0,1,0
1023,1,2.9,1,4,1,14,1.0,125,2,2,228,1363,2923,16,6,4,0,1,0,1
845,1,2.2,0,1,1,46,0.4,138,8,13,1184,1666,1377,5,4,9,1,0,1,1
1569,0,1.7,1,19,0,25,0.7,131,3,16,426,1869,3090,6,7,14,0,1,0,3
1045,1,2.8,0,3,0,52,0.2,85,4,17,121,1278,3398,16,4,9,0,0,0,3
1601,1,1.6,0,9,0,24,0.5,81,4,11,148,1717,2854,5,11,6,0,1,0,2
1596,0,3.0,1,9,0,13,0.9,108,6,13,851,1504,2089,9,3,8,0,0,0,2
1293,1,1.8,0,10,1,50,0.4,198,1,12,704,1769,702,11,17,6,1,0,0,0
748,0,0.8,0,15,0,31,0.6,119,7,13,1766,813,3417,10,2,10,1,0,1,3
546,0,2.4,1,16,1,32,0.6,176,6,8,110,1229,3757,10,6,6,1,1,0,2
1644,0,2.2,0,15,1,29,0.7,140,2,18,1680,883,1498,10,7,9,0,1,1,2
713,0,2.4,0,6,0,23,1.0,147,6,1,1244,776,362,12,14,13,1,1,0,0
738,1,2.9,0,15,0,45,0.2,147,3,10,1927,1595,1755,9,16,5,1,0,0,1
1579,0,2.4,0,2,0,29,0.6,108,5,16,63,1652,3219,14,3,10,0,0,1,3
849,0,2.0,0,15,0,14,0.9,180,7,1,637,1881,1733,11,15,15,1,1,0,0
606,1,2.6,0,7,0,26,0.5,141,3,18,1753,1197,1159,7,12,20,0,1,0,0
1330,0,2.2,0,11,0,45,0.2,139,5,6,1819,1743,1887,13,11,14,0,0,1,2
547,0,1.5,1,2,1,52,0.6,163,3,17,1377,1529,2847,14,3,4,1,0,1,2
836,1,2.7,1,16,1,47,0.4,120,8,12,1497,1250,1405,7,11,5,1,0,0,1
1549,1,1.1,0,17,1,8,0.2,166,7,4,908,1482,1426,18,16,2,1,1,0,0
1303,1,2.3,0,10,1,46,0.9,188,6,17,1771,1123,2583,18,8,2,1,0,0,3
1780,1,2.7,1,3,0,7,0.6,161,3,15,1508,727,279,10,11,12,0,1,0,0
507,1,2.3,1,15,0,25,0.9,192,6,14,12,516,1207,7,14,17,1,0,0,0
1124,1,2.2,1,16,1,20,0.8,168,7,7,933,511,2000,5,1,5,0,1,0,0
1776,1,2.4,1,8,1,20,0.7,144,6,14,1176,1191,2295,5,8,8,1,0,0,2
1218,0,1.7,1,5,1,37,0.1,197,2,0,238,569,375,7,13,13,0,0,0,0
802,1,2.7,0,19,0,52,0.5,143,6,16,1213,607,1931,8,3,7,1,1,0,1
1138,1,1.0,1,1,0,10,0.3,158,1,14,662,700,1576,18,3,10,1,0,1,0
555,1,0.8,1,8,0,49,0.9,142,3,13,1109,1575,1110,6,5,9,0,0,1,0
1225,0,1.2,1,5,1,60,0.3,177,7,13,1044,1128,1271,13,4,15,1,0,0,1
1025,0,1.8,0,2,1,37,0.4,127,4,9,693,1782,3247,15,16,16,1,1,1,2
973,1,1.8,0,19,0,39,0.6,99,4,1,1342,1787,3409,12,12,6,1,0,1,3
527,1,2.6,0,5,0,41,0.3,197,4,5,1181,1405,703,16,16,16,1,1,0,0
577,1,1.5,0,6,1,60,0.3,116,7,16,970,802,2191,17,0,7,0,0,1,1
1739,0,1.7,0,0,1,30,0.6,143,1,4,963,1436,1999,7,16,2,0,0,1,2
1909,0,0.5,0,0,0,25,0.2,170,6,4,1504,1075,1251,11,2,10,1,1,1,1
864,1,1.5,1,4,1,49,0.2,165,3,14,1902,1054,2198,8,13,5,0,1,1,2
1165,0,2.1,0,5,0,64,0.4,194,5,14,75,624,3797,9,11,3,1,1,1,3
1025,1,0.5,0,12,0,6,0.7,84,5,19,328,1793,1702,8,14,7,0,1,0,1
1198,0,1.2,1,1,1,54,0.6,113,7,10,1439,1358,3872,13,5,3,0,1,0,3
1835,0,1.0,0,14,1,55,0.5,118,2,4,1226,1244,3351,15,1,4,0,1,1,3
1382,1,0.6,1,14,1,43,0.6,146,1,0,1252,979,1340,11,3,8,1,0,1,0
1530,1,1.7,1,12,0,56,0.4,160,3,10,151,631,1980,17,12,18,0,0,1,1
1526,1,1.0,0,13,1,46,0.9,141,6,10,1798,1525,2387,8,12,10,0,0,0,3
1418,1,2.4,1,6,1,62,0.1,167,4,5,71,614,2528,17,16,10,1,0,1,1
1249,0,2.6,1,13,0,27,0.7,103,1,7,224,980,441,12,5,20,0,1,0,0
862,0,1.9,1,9,0,15,0.9,82,1,1,472,1480,2678,6,10,6,1,0,1,1
1797,0,3.0,1,16,1,40,0.8,188,3,14,1920,1524,327,11,15,7,0,0,1,1
1305,1,1.6,0,13,0,30,0.3,150,7,8,1666,830,329,15,7,19,1,0,0,0
1238,0,1.8,1,7,0,53,0.4,168,6,14,359,1441,2176,5,0,2,0,1,0,2
1538,1,3.0,0,3,0,7,0.7,199,8,7,539,1454,1620,12,9,18,1,1,0,0
1715,0,1.1,1,15,1,8,0.2,146,8,15,810,1267,2456,17,1,15,0,0,1,2
984,1,2.9,1,12,1,38,0.8,158,7,13,608,890,2399,18,13,16,0,1,1,1
527,1,0.6,1,19,0,54,0.7,172,7,14,1069,1333,3892,16,2,6,1,0,0,3
1213,0,1.6,0,17,0,19,0.8,129,2,19,0,642,2748,18,8,18,0,1,1,1
1562,1,0.7,0,13,0,24,0.2,108,7,12,677,827,3437,17,7,12,0,0,0,3
1796,1,2.3,0,17,1,45,0.7,153,6,8,1268,1127,1737,10,10,11,1,1,0,2
1754,0,2.0,1,4,0,39,0.7,111,2,0,1242,876,3131,16,14,18,1,0,1,2
585,1,2.3,1,8,0,60,0.8,166,8,5,1637,589,3378,9,5,2,0,0,1,2
1997,1,1.4,1,2,1,2,0.1,118,2,7,290,1307,2680,13,1,6,1,1,1,2
625,1,1.4,1,7,0,5,0.1,88,4,19,1481,1520,1020,13,0,17,0,1,1,0
1311,0,0.6,0,19,1,52,0.4,180,4,17,203,1565,1352,7,2,8,1,1,1,1
1036,0,1.4,1,9,1,45,0.2,195,8,17,1225,1558,467,13,17,13,1,1,1,0
644,1,2.8,0,18,1,48,0.6,183,3,16,565,1511,3759,17,13,9,1,0,1,3
1735,0,1.4,1,2,0,36,0.9,93,8,20,481,1052,979,17,16,19,1,0,0,1
524,1,2.6,0,10,0,24,0.5,147,6,15,1815,623,3495,13,1,2,0,0,0,2
1917,1,2.6,0,10,1,28,0.9,143,7,12,510,556,3078,6,8,13,1,0,1,2
566,1,1.4,1,16,0,61,0.1,99,2,3,923,1305,2634,9,7,5,0,0,0,1
732,1,2.1,1,15,1,27,0.3,107,3,3,277,1979,2021,15,9,13,0,0,0,0
608,1,0.7,0,6,0,53,0.1,93,2,20,1004,734,1006,6,8,2,0,0,0,0
1669,0,0.8,1,3,1,64,0.4,123,1,13,15,1107,1773,5,7,2,0,0,0,2
610,1,0.6,1,18,1,61,0.9,177,5,4,1548,891,3470,11,6,4,0,1,1,2
727,0,2.0,0,11,0,9,0.2,156,5,15,355,1469,3909,8,5,13,1,0,0,2
610,0,1.6,0,14,0,44,0.6,174,2,13,355,1866,1724,9,1,14,1,1,0,1
1993,1,1.9,0,10,0,17,0.5,176,3,13,829,1699,3127,8,8,14,0,1,1,3
533,1,1.8,0,4,0,42,0.9,195,8,13,598,551,649,10,8,10,0,1,0,0
1122,0,1.4,1,4,1,4,0.2,118,4,13,1101,988,767,15,8,19,1,1,0,0
1892,0,2.2,0,14,1,33,0.3,107,6,18,927,504,941,6,1,2,0,0,1,1
1247,0,2.4,0,17,0,6,0.1,143,2,2,1090,1131,2924,12,15,7,1,1,0,1
1094,1,0.5,0,10,0,21,0.5,168,2,16,858,1732,1994,8,13,6,0,0,1,1
924,0,1.0,1,11,1,15,0.4,111,6,13,1746,716,1976,12,0,5,1,0,1,1
1112,1,2.3,0,1,0,61,0.9,88,8,9,213,1035,2082,7,12,7,1,1,1,1
1191,1,1.5,1,19,0,33,0.6,107,7,12,1720,1865,3655,16,1,4,0,0,0,3
1805,1,2.2,0,14,0,27,0.7,174,4,3,448,1924,2907,16,13,18,1,0,0,2
1843,0,1.4,0,19,0,48,0.6,96,2,10,964,1985,1538,15,0,12,0,1,1,2
1966,1,1.5,1,3,1,7,0.2,196,1,14,1456,1237,2113,9,14,5,1,1,1,2
814,1,0.9,0,17,1,60,0.5,166,4,14,1568,1229,3764,16,17,2,1,0,1,3
1376,1,1.1,0,5,0,59,1.0,156,1,1,1138,1734,3021,7,8,5,0,0,0,3
1900,1,2.0,1,18,1,37,0.9,134,5,10,786,1549,3891,16,7,4,1,0,0,3
1812,1,1.6,0,10,0,41,0.9,89,6,1,1443,1775,2652,17,6,11,1,0,1,3
1960,0,2.4,0,1,0,52,0.8,159,4,4,498,502,2818,11,8,2,0,1,0,2
1161,1,2.6,0,7,0,60,0.2,85,7,12,709,1525,3776,7,8,5,1,1,0,3
776,1,1.9,0,10,1,6,0.3,127,4,0,379,1525,2702,16,10,20,0,1,1,0
1123,0,2.4,1,4,1,14,0.1,154,3,6,1166,649,3923,12,3,2,0,1,0,2
1015,1,1.3,0,17,1,33,0.4,195,3,6,739,503,2517,13,6,17,1,0,0,1
1873,0,1.5,1,17,1,17,0.2,146,6,9,631,967,3873,17,6,20,0,1,1,3
1342,1,2.3,0,13,1,2,0.5,171,7,5,1888,569,2865,16,3,19,1,0,0,2
1969,0,1.5,1,9,0,14,0.7,120,4,19,1047,700,1568,6,11,3,1,0,0,1
849,0,2.0,0,2,0,64,0.9,158,8,11,538,807,2120,7,16,7,0,1,0,1
1322,1,1.0,1,8,1,55,0.8,139,5,12,944,1775,3586,16,2,2,1,0,1,3
1660,1,2.0,0,2,1,12,0.9,156,7,10,1098,1810,2561,17,8,20,1,0,0,2
1258,1,2.7,1,10,1,54,0.1,121,2,17,752,1421,1667,11,4,6,1,0,0,2
1398,0,2.7,1,11,0,9,0.1,195,6,1,534,791,2063,9,15,3,0,1,0,0
742,0,2.3,0,11,1,26,0.7,199,8,15,672,1677,2997,14,7,2,0,0,0,2
1042,0,2.4,1,2,0,41,0.4,188,7,1,1064,1423,1824,11,15,17,1,0,0,1
1563,1,1.9,0,6,0,33,0.3,160,6,18,1773,1656,3592,6,15,3,0,0,1,3
728,0,2.0,0,13,1,25,0.4,150,7,5,1774,1382,3640,18,17,5,1,0,0,3
1047,0,0.8,0,10,0,29,0.3,107,3,0,567,1085,1319,18,14,4,1,1,1,0
1419,1,1.6,0,6,0,15,0.6,181,5,10,1436,1797,1253,8,17,18,0,1,0,1
1746,0,1.6,0,9,1,46,0.5,92,6,17,414,1008,3123,5,13,16,0,0,1,3
505,0,2.9,1,10,0,4,0.6,160,5,9,448,1876,2513,9,15,11,0,0,1,1
1845,1,1.6,0,14,1,37,0.7,94,6,17,609,504,2575,12,4,13,1,0,0,2
967,0,1.9,0,18,0,64,0.4,115,3,0,657,792,3463,5,7,13,0,1,1,2
574,1,1.8,0,15,1,28,0.3,171,2,18,1797,859,854,11,15,8,1,1,0,0
503,1,2.1,0,19,1,21,0.2,94,8,15,435,713,1339,11,0,11,1,0,1,0
1145,1,2.4,0,11,0,48,0.4,189,3,6,1575,1929,3837,11,10,6,1,0,0,3
617,1,1.1,0,17,1,16,0.8,196,6,14,704,1959,3842,5,10,12,0,1,0,3
1380,1,1.8,1,12,0,63,0.8,154,5,0,238,1538,3342,16,1,3,0,0,0,3
1003,0,2.6,1,4,0,28,0.7,135,1,20,1065,1796,3941,15,4,17,0,1,0,3
1446,0,1.7,0,3,1,54,0.3,174,3,8,733,1062,3326,7,2,13,1,0,1,3
1073,1,1.2,1,13,0,46,0.6,83,5,1,1731,1264,2558,15,7,17,1,0,0,2
1964,1,2.1,0,7,1,42,0.6,178,7,16,799,544,3040,6,3,5,0,0,0,3
693,0,2.6,0,8,0,29,0.5,177,7,9,9,1202,977,9,12,3,0,0,0,0
1346,1,0.7,0,18,0,26,0.6,131,3,5,746,1133,2838,6,13,11,0,1,1,2
1214,1,2.4,0,2,1,43,0.5,170,6,4,1860,1935,3562,17,0,14,0,1,0,3
1915,1,2.6,0,4,0,62,0.6,89,7,7,1288,1710,1410,18,4,20,0,1,1,2
1549,0,1.7,1,17,0,45,0.7,173,5,7,1604,1160,3997,9,6,16,0,0,1,3
1958,0,3.0,1,0,0,47,0.2,124,8,4,1468,1693,1964,9,5,2,0,0,0,2
672,1,2.5,1,7,0,34,0.8,163,2,11,138,1220,3327,8,14,18,0,1,1,2
1823,1,2.4,1,18,0,47,0.2,108,5,6,1890,1093,272,15,14,5,0,1,0,0
825,0,2.4,0,16,0,15,0.2,132,7,12,730,1924,3185,11,7,10,1,0,1,2
1933,0,0.9,1,16,0,9,1.0,108,7,12,195,745,3257,14,1,7,0,1,0,2
1641,1,1.0,0,10,0,49,1.0,102,4,16,1097,1356,3129,10,13,4,0,0,0,3
1335,1,1.7,1,1,1,15,0.2,136,1,3,1638,1051,1247,6,15,3,1,1,0,0
1223,0,1.2,1,5,0,2,0.5,129,6,17,1248,542,1133,8,9,19,1,0,1,0
724,0,1.5,1,13,0,17,0.3,100,5,9,1658,1340,2488,17,14,20,1,0,1,1
1031,0,2.7,1,2,1,19,0.5,191,7,2,1125,678,3718,18,3,8,1,1,1,2
612,1,2.6,0,11,1,8,0.8,122,6,11,263,1980,1702,15,11,4,1,1,1,0
639,0,2.1,1,3,1,16,1.0,89,3,0,944,1034,1721,11,9,19,1,0,0,0
1058,1,2.6,1,11,0,25,0.7,184,3,10,919,1106,1934,13,1,20,1,0,0,1
500,0,2.5,0,12,1,50,0.4,155,5,17,160,1171,3883,13,3,10,0,1,1,3
589,0,1.6,0,1,1,64,0.6,109,4,12,1256,1767,3339,16,5,17,0,0,1,3
1153,0,1.0,1,1,0,52,0.4,130,7,16,490,1426,1799,7,13,7,0,1,1,1
819,0,1.8,0,14,0,56,0.9,112,5,7,1810,516,335,5,2,13,1,0,1,0
638,1,2.3,0,16,1,14,0.9,97,2,19,769,1635,3112,13,14,7,0,1,0,2
1344,1,1.6,0,6,1,10,0.6,157,4,18,310,1325,2605,12,0,14,1,0,0,2
758,0,2.2,1,13,0,57,0.4,101,7,16,1674,1046,3543,11,0,6,0,0,0,3
1401,1,0.7,0,11,0,57,0.4,143,7,1,226,1553,1527,10,12,14,1,0,1,1
1189,0,2.4,1,16,0,16,0.1,100,6,2,272,1715,1820,18,7,8,0,0,1,0
509,0,2.5,1,13,0,58,0.8,80,5,2,937,936,1551,14,17,13,0,0,1,0
760,0,2.3,1,5,0,59,0.5,192,7,5,316,678,2436,11,2,5,0,0,1,1
671,0,2.9,1,18,1,36,0.4,186,6,9,1922,1115,1284,15,17,6,0,0,0,0
1397,1,2.6,0,5,0,25,0.5,195,7,17,1109,1176,3059,13,8,17,0,1,0,3
512,0,2.8,1,17,0,34,0.8,94,1,17,290,1997,1821,10,5,5,0,1,1,1
1691,0,2.8,0,4,0,17,0.2,115,4,13,1492,1133,2932,18,1,9,0,0,0,3
820,1,2.5,1,5,0,9,0.9,126,5,15,728,1657,1969,18,3,17,1,1,0,1
1842,0,2.2,0,1,0,30,0.9,133,1,6,1894,1301,1265,14,17,9,1,1,0,1
828,0,0.5,1,7,1,24,1.0,165,5,0,1601,811,1028,7,6,18,0,0,0,0
1284,0,1.7,0,14,0,46,0.5,111,2,16,1792,524,2444,17,10,15,0,1,1,2
1276,1,1.9,1,14,1,32,0.3,137,3,4,1670,870,738,18,4,13,0,0,0,0
1410,0,1.3,1,10,0,41,0.4,125,8,0,1427,1024,3632,7,7,4,0,1,0,3
1942,1,1.3,0,0,1,50,0.4,133,6,20,1450,1842,2648,8,10,3,1,1,0,3
1618,0,2.9,1,17,1,55,0.3,112,5,16,374,729,1841,14,14,14,1,1,0,2
817,0,2.7,1,11,0,56,0.6,184,4,9,1925,1625,3597,17,2,12,0,0,1,3
735,1,2.6,1,11,0,15,0.5,118,5,11,566,1973,3435,18,6,13,0,1,0,2
833,0,1.5,0,10,0,60,0.9,102,5,19,867,877,1837,18,7,19,0,0,0,1
875,0,0.5,1,7,0,54,0.1,122,5,1,754,1387,2777,14,10,10,0,0,1,2
1982,1,0.7,1,6,0,31,0.7,134,8,15,251,1726,1361,12,9,8,1,1,1,1
1660,1,1.3,0,1,1,54,0.8,81,7,14,1556,1790,3965,14,8,7,1,0,1,3
1087,1,0.5,0,10,0,40,0.8,145,5,12,306,961,1363,13,14,15,1,0,1,0
1012,1,0.5,0,9,0,64,0.9,117,7,17,1453,864,3617,18,4,19,1,1,1,3
1819,1,2.8,0,2,1,28,0.8,198,4,19,674,603,3398,12,14,15,0,0,1,3
1843,0,2.3,0,19,0,48,0.9,194,4,13,867,1634,430,15,3,6,1,1,0,1
1417,1,1.3,1,9,1,17,0.4,108,5,17,263,927,2107,14,4,14,0,1,0,1
1872,0,0.8,1,17,0,52,0.6,195,7,1,67,968,1097,6,14,2,1,0,1,0
1372,0,1.8,1,13,1,7,0.1,189,3,1,1130,1514,3790,8,16,13,1,1,0,3
1752,0,0.5,0,17,0,56,0.1,146,5,2,1423,1369,2128,8,7,20,0,1,0,2
769,1,2.8,1,7,1,34,0.3,182,6,4,1602,1269,3722,16,8,11,1,0,0,3
1297,1,1.5,0,9,1,45,0.2,150,6,15,1222,1179,3169,6,9,6,0,0,0,3
1814,0,1.5,0,12,0,19,0.3,115,4,14,1215,1304,3418,17,4,7,0,0,0,3
1224,1,1.5,1,7,0,17,0.3,108,8,11,513,1385,2772,12,9,13,0,0,1,2
1688,1,0.7,0,3,0,13,0.1,198,6,8,768,1060,2142,7,0,4,0,1,0,1
504,1,2.1,0,3,1,21,0.9,116,6,13,441,1773,3761,6,3,15,0,1,0,2
1350,1,2.3,1,4,1,46,0.1,192,2,20,0,830,3576,11,4,5,1,1,1,3
1902,0,2.2,0,0,1,41,0.8,179,5,15,357,1086,2947,5,6,18,1,1,0,3
577,0,0.8,0,16,0,60,0.2,166,5,10,1138,700,2984,10,4,18,0,1,0,2
1933,1,1.9,1,1,0,30,0.9,124,5,5,902,953,1210,17,7,15,0,0,0,1
1073,0,1.9,0,7,1,31,0.9,95,5,9,1623,1325,1851,17,16,16,0,1,0,1
631,1,2.7,0,6,0,27,0.7,191,1,7,1220,610,3152,7,0,8,0,1,0,1
1100,1,1.4,1,14,1,23,0.7,110,5,15,1627,1363,2544,17,17,5,1,1,0,2
1565,0,1.4,1,4,0,34,0.1,113,8,2,273,1407,3005,7,11,18,0,1,1,2
588,0,2.0,1,1,0,59,1.0,129,7,1,855,1732,3823,9,2,7,1,0,0,3
901,0,2.1,1,6,1,54,0.9,144,4,15,1017,532,595,18,13,12,1,0,1,0
795,1,1.7,0,7,0,40,0.9,161,7,18,1183,1054,3096,7,15,13,0,0,1,2
1818,0,1.6,0,6,0,48,0.7,141,8,8,172,606,999,16,17,16,1,1,0,0
1115,1,1.7,1,6,0,30,0.4,183,4,15,1568,1788,1750,8,9,13,0,1,0,2
1299,0,2.7,0,13,0,23,0.9,122,1,3,1481,725,2766,17,14,12,0,1,0,2
921,0,1.7,0,17,0,46,0.4,135,5,9,584,986,3104,17,9,18,1,0,1,2
1546,1,2.8,1,5,1,14,0.6,199,3,18,1456,678,3602,7,0,9,0,1,1,3
1074,1,1.8,1,3,0,61,0.2,94,7,12,928,1745,2104,11,1,13,0,0,1,2
642,1,2.9,0,9,1,10,0.9,127,5,17,480,1893,270,7,12,10,1,1,0,0
1492,1,2.6,1,17,0,25,0.2,128,4,14,454,1136,3368,18,15,12,1,0,1,3
1164,1,1.4,1,11,0,16,0.3,160,7,3,195,1287,2244,14,7,4,1,0,0,0
644,1,2.7,1,15,1,37,0.6,123,2,8,795,666,463,8,2,8,0,1,0,0
1748,1,0.8,0,6,1,14,0.8,89,6,3,598,1162,1339,6,13,4,1,1,1,0
1506,1,2.8,1,5,0,28,0.7,99,2,15,1332,799,2668,6,10,17,1,0,1,2
1002,0,2.1,0,4,0,45,0.3,149,3,20,1759,1904,3567,13,11,11,1,0,0,3
1320,1,0.6,0,2,1,38,0.1,87,5,14,555,534,2911,15,10,8,1,0,1,2
603,1,2.1,0,11,1,8,0.8,124,1,1,847,906,2463,5,10,16,0,0,1,0
1562,0,2.9,1,14,1,9,1.0,113,5,13,1517,813,652,5,17,11,1,0,0,0
697,1,0.7,1,9,1,38,0.8,175,3,2,438,1315,2213,14,9,13,1,1,1,0
1078,0,1.9,1,19,0,42,0.5,130,3,3,649,1242,1049,5,15,19,0,0,1,0
890,0,2.4,1,18,0,15,0.9,197,6,0,1805,1226,2803,18,7,10,1,1,0,1
1702,1,2.5,1,15,0,59,0.5,185,3,8,358,1325,464,7,5,10,1,1,0,0
1053,0,1.5,0,10,0,13,0.6,83,2,16,1059,1624,1412,6,12,5,0,1,1,1
1971,1,1.0,0,7,0,37,0.5,187,6,13,1057,1068,3708,7,14,6,0,1,1,3
1538,0,0.6,0,2,1,53,0.5,193,5,16,1111,1738,688,18,12,8,0,1,1,1
1812,0,1.9,1,6,1,62,0.8,118,7,0,657,1075,2912,9,0,8,0,0,0,2
977,0,1.6,0,6,1,41,0.6,163,5,9,15,561,2010,13,1,12,0,1,1,0
1754,1,2.9,0,13,0,18,0.4,103,1,15,744,868,2692,6,12,11,1,0,0,2
1422,1,0.7,1,1,1,41,0.3,167,3,18,420,1891,3300,16,1,12,1,1,0,3
919,0,2.2,1,9,0,54,0.1,134,3,2,552,593,838,15,10,19,1,0,0,0
656,0,0.6,0,18,0,30,0.6,105,4,11,766,1992,687,18,12,13,1,1,0,0
1049,1,0.9,0,8,0,63,0.3,104,6,2,792,1483,1553,5,9,17,0,0,1,1
1964,1,1.6,1,15,1,28,0.2,115,4,14,1149,1549,606,15,14,5,0,0,1,1
1620,0,1.6,1,18,0,2,0.7,150,6,16,1031,1958,389,10,0,18,0,0,1,0
1520,0,2.2,1,17,0,53,0.7,153,2,17,1495,1644,3393,7,13,18,1,1,1,3
1496,1,2.8,1,8,1,35,0.8,137,6,6,1491,549,894,17,9,6,0,0,1,0
1934,1,2.1,0,15,0,5,0.6,190,5,18,879,1382,1484,11,17,14,0,1,0,1
1450,1,2.9,0,12,1,25,0.9,91,1,6,1885,1263,3625,10,10,4,1,1,0,3
788,1,2.7,1,9,0,22,0.9,80,7,4,851,535,372,15,6,18,0,0,1,0
1777,1,2.0,0,19,1,34,0.8,195,6,7,509,1933,1546,11,14,12,0,1,1,1
695,0,2.6,0,13,0,8,0.7,129,6,20,1425,1812,2073,17,2,2,1,1,1,1
1097,1,2.1,1,11,0,2,0.4,104,6,15,1859,1902,2452,17,1,19,1,1,1,2
1016,0,0.7,0,18,1,42,1.0,159,1,15,1199,599,3521,9,7,18,0,1,0,3
1364,1,2.4,0,6,0,4,0.3,84,3,18,1763,1847,1959,5,7,10,1,0,1,2
1641,0,0.7,0,14,1,45,0.3,162,1,14,965,828,2103,18,10,8,0,1,0,2
1305,1,2.0,1,15,0,52,0.5,147,8,6,1858,1205,2482,7,15,6,1,0,0,2
1682,1,2.3,1,7,1,16,0.2,85,8,4,913,720,2451,7,1,17,1,1,1,1
1314,0,0.7,0,9,0,32,1.0,105,8,10,1390,1066,720,11,4,8,1,0,0,0
727,0,1.1,1,3,0,55,0.6,192,3,9,1511,1495,1231,18,6,14,1,0,1,1
